index,time,sleep,duration,overruns,count
146,1711892615097382,9990,9,0,146
147,1711892615107386,9990,9,0,147
148,1711892615117390,9990,9,0,148
149,1711892615127394,9990,9,0,149
150,1711892615137399,9990,9,0,150
151,1711892615147403,9991,8,0,151
152,1711892615157407,9990,9,0,152
153,1711892615167411,9990,9,0,153
154,1711892615177415,9990,9,0,154
155,1711892615187419,9990,9,0,155
156,1711892615197423,9990,9,0,156
157,1711892615207427,9990,9,0,157
158,1711892615217431,9990,9,0,158
159,1711892615227435,9990,9,0,159
160,1711892615237440,9990,9,0,160
161,1711892615247444,9991,8,0,161
162,1711892615257448,9990,9,0,162
163,1711892615267452,9990,9,0,163
164,1711892615277456,9990,9,0,164
165,1711892615287460,9990,9,0,165
166,1711892615297464,9990,9,0,166
167,1711892615307468,9990,9,0,167
168,1711892615317472,9990,9,0,168
169,1711892615327476,9990,9,0,169
170,1711892615337481,9990,9,0,170
171,1711892615347485,9991,8,0,171
172,1711892615357489,9990,9,0,172
173,1711892615367493,9990,9,0,173
174,1711892615377497,9990,9,0,174
175,1711892615387500,9990,9,0,175
176,1711892615397504,9990,9,0,176
177,1711892615407508,9990,9,0,177
178,1711892615417512,9990,9,0,178
179,1711892615427516,9990,9,0,179
180,1711892615437521,9990,9,0,180
181,1711892615447525,9991,8,0,181
182,1711892615457528,9990,9,0,182
183,1711892615467532,9990,9,0,183
184,1711892615477536,9990,9,0,184
185,1711892615487539,9990,9,0,185
186,1711892615497543,9990,9,0,186
187,1711892615507546,9990,9,0,187
188,1711892615517550,9990,9,0,188
189,1711892615527554,9990,9,0,189
190,1711892615537559,9990,9,0,190
191,1711892615547562,9988,11,0,191
192,1711892615557566,9990,9,0,192
193,1711892615567570,9990,9,0,193
194,1711892615577573,9990,9,0,194
195,1711892615587577,9990,9,0,195
196,1711892615597581,9990,9,0,196
197,1711892615607585,9990,9,0,197
198,1711892615617588,9990,9,0,198
199,1711892615627592,9990,9,0,199
200,1711892615637597,9990,9,0,200
201,1711892615647601,9991,8,0,201
202,1711892615657605,9990,9,0,202
203,1711892615667608,9990,9,0,203
204,1711892615677612,9990,9,0,204
205,1711892615687616,9990,9,0,205
206,1711892615697619,9990,9,0,206
207,1711892615707623,9990,9,0,207
208,1711892615717627,9990,9,0,208
209,1711892615727630,9990,9,0,209
210,1711892615737635,9990,9,0,210
211,1711892615747639,9990,9,0,211
212,1711892615757643,9990,9,0,212
213,1711892615767646,9990,9,0,213
214,1711892615777650,9990,9,0,214
215,1711892615787654,9990,9,0,215
216,1711892615797658,9990,9,0,216
217,1711892615807661,9990,9,0,217
218,1711892615817665,9990,9,0,218
219,1711892615827669,9990,9,0,219
220,1711892615837673,9990,9,0,220
221,1711892615847677,9991,8,0,221
222,1711892615857681,9990,9,0,222
223,1711892615867685,9990,9,0,223
224,1711892615877688,9990,9,0,224
225,1711892615887692,9990,9,0,225
226,1711892615897696,9990,9,0,226
227,1711892615907699,9990,9,0,227
228,1711892615917703,9990,9,0,228
229,1711892615927706,9990,9,0,229
230,1711892615937711,9990,9,0,230
231,1711892615947715,9990,9,0,231
232,1711892615957719,9990,9,0,232
233,1711892615967723,9990,9,0,233
234,1711892615977726,9990,9,0,234
235,1711892615987730,9990,9,0,235
236,1711892615997734,9990,9,0,236
237,1711892616007737,9990,9,0,237
238,1711892616017741,9990,9,0,238
239,1711892616027745,9990,9,0,239
240,1711892616037749,9990,9,0,240
241,1711892616047753,9991,8,0,241
242,1711892616057757,9990,9,0,242
243,1711892616067761,9990,9,0,243
244,1711892616077764,9990,9,0,244
245,1711892616087768,9990,9,0,245
246,1711892616097772,9990,9,0,246
247,1711892616107775,9990,9,0,247
248,1711892616117779,9990,9,0,248
249,1711892616127783,9990,9,0,249
250,1711892616137788,9990,9,0,250
251,1711892616147792,9988,11,0,251
252,1711892616157796,9990,9,0,252
253,1711892616167800,9990,9,0,253
254,1711892616177804,9991,9,0,254
255,1711892616187808,9990,9,0,255
256,1711892616197812,9990,9,0,0
257,1711892616207816,9981,18,0,1
258,1711892616217819,9990,9,0,2
259,1711892616227828,9990,9,0,3
260,1711892616237833,9983,16,0,4
261,1711892616247838,9990,9,0,5
262,1711892616257842,9991,8,0,6
263,1711892616267846,9990,9,0,7
264,1711892616277849,9990,9,0,8
265,1711892616287853,9990,9,0,9
266,1711892616297857,9990,9,0,10
267,1711892616307860,9990,9,0,11
268,1711892616317864,9990,9,0,12
269,1711892616327868,9990,9,0,13
270,1711892616337873,9990,9,0,14
271,1711892616347876,9991,8,0,15
272,1711892616357880,9990,9,0,16
273,1711892616367884,9990,9,0,17
274,1711892616377887,9990,9,0,18
275,1711892616387891,9990,9,0,19
276,1711892616397895,9990,9,0,20
277,1711892616407898,9990,9,0,21
278,1711892616417902,9990,9,0,22
279,1711892616427906,9990,9,0,23
280,1711892616437911,9990,9,0,24
281,1711892616447915,9991,8,0,25
282,1711892616457918,9991,8,0,26
283,1711892616467922,9990,9,0,27
284,1711892616477926,9990,9,0,28
285,1711892616487930,9990,9,0,29
286,1711892616497933,9990,9,0,30
287,1711892616507937,9990,9,0,31
288,1711892616517941,9990,9,0,32
289,1711892616527944,9990,9,0,33
290,1711892616537949,9990,9,0,34
291,1711892616547953,9991,8,0,35
292,1711892616557957,9990,9,0,36
293,1711892616567960,9990,9,0,37
294,1711892616577964,9990,9,0,38
295,1711892616587968,9990,9,0,39
296,1711892616597971,9990,9,0,40
297,1711892616607975,9990,9,0,41
298,1711892616617979,9990,9,0,42
299,1711892616627983,9990,9,0,43
300,1711892616637988,9990,9,0,44
301,1711892616647992,9991,8,0,45
302,1711892616657995,9990,9,0,46
303,1711892616667999,9989,10,0,47
304,1711892616678003,9990,9,0,48
305,1711892616688007,9990,9,0,49
306,1711892616698010,9990,9,0,50
307,1711892616708014,9990,9,0,51
308,1711892616718018,9990,9,0,52
309,1711892616728021,9990,9,0,53
310,1711892616738026,9990,9,0,54
311,1711892616748030,9991,8,0,55
312,1711892616758034,9990,9,0,56
313,1711892616768038,9990,9,0,57
314,1711892616778041,9990,9,0,58
315,1711892616788045,9990,9,0,59
316,1711892616798049,9990,9,0,60
317,1711892616808052,9990,9,0,61
318,1711892616818056,9990,9,0,62
319,1711892616828060,9990,9,0,63
320,1711892616838065,9990,9,0,64
321,1711892616848068,9991,8,0,65
322,1711892616858072,9990,9,0,66
323,1711892616868076,9990,9,0,67
324,1711892616878082,9990,9,0,68
325,1711892616888089,9987,12,0,69
326,1711892616898093,9988,11,0,70
327,1711892616908097,9990,9,0,71
328,1711892616918101,9990,9,0,72
329,1711892616928105,9990,9,0,73
330,1711892616938111,9990,9,0,74
331,1711892616948115,9990,9,0,75
332,1711892616958119,9990,9,0,76
333,1711892616968123,9990,9,0,77
334,1711892616978127,9990,9,0,78
335,1711892616988131,9990,9,0,79
336,1711892616998134,9990,9,0,80
337,1711892617008138,9990,9,0,81
338,1711892617018142,9990,9,0,82
339,1711892617028146,9990,9,0,83
340,1711892617038152,9990,9,0,84
341,1711892617048156,9991,8,0,85
342,1711892617058160,9990,9,0,86
343,1711892617068164,9990,9,0,87
344,1711892617078167,9990,9,0,88
345,1711892617088171,9990,9,0,89
346,1711892617098175,9990,9,0,90
347,1711892617108179,9990,9,0,91
348,1711892617118183,9990,9,0,92
349,1711892617128187,9990,9,0,93
350,1711892617138193,9990,9,0,94
351,1711892617148197,9988,11,0,95
352,1711892617158201,9990,9,0,96
353,1711892617168204,9990,9,0,97
354,1711892617178208,9991,8,0,98
355,1711892617188212,9990,9,0,99
356,1711892617198216,9990,9,0,100
357,1711892617208220,9990,9,0,101
358,1711892617218224,9990,9,0,102
359,1711892617228228,9990,9,0,103
360,1711892617238233,9990,9,0,104
361,1711892617248237,9991,8,0,105
362,1711892617258241,9990,9,0,106
363,1711892617268245,9990,9,0,107
364,1711892617278249,9990,9,0,108
365,1711892617288253,9990,9,0,109
366,1711892617298257,9991,9,0,110
367,1711892617308261,9990,9,0,111
368,1711892617318265,9991,9,0,112
369,1711892617328269,9990,9,0,113
370,1711892617338274,9991,8,0,114
371,1711892617348278,9988,11,0,115
372,1711892617358282,9990,9,0,116
373,1711892617368286,9990,9,0,117
374,1711892617378290,9990,9,0,118
375,1711892617388294,9990,9,0,119
376,1711892617398298,9990,9,0,120
377,1711892617408309,9990,9,0,121
378,1711892617418315,9990,9,0,122
379,1711892617428319,9990,9,0,123
380,1711892617438324,9990,9,0,124
381,1711892617448328,9991,8,0,125
382,1711892617458332,9990,9,0,126
383,1711892617468336,9990,9,0,127
384,1711892617478339,9991,8,0,128
385,1711892617488343,9990,9,0,129
386,1711892617498347,9990,9,0,130
387,1711892617508350,9990,9,0,131
388,1711892617518354,9990,9,0,132
389,1711892617528358,9990,9,0,133
390,1711892617538362,9991,8,0,134
391,1711892617548366,9990,9,0,135
392,1711892617558370,9990,9,0,136
393,1711892617568374,9990,9,0,137
394,1711892617578377,9990,9,0,138
395,1711892617588381,9990,9,0,139
396,1711892617598385,9991,8,0,140
397,1711892617608388,9990,9,0,141
398,1711892617618392,9991,8,0,142
399,1711892617628395,9990,9,0,143
400,1711892617638400,9990,9,0,144
401,1711892617648405,9991,8,0,145
402,1711892617658408,9990,9,0,146
403,1711892617668412,9990,9,0,147
404,1711892617678416,9991,8,0,148
405,1711892617688420,9990,9,0,149
406,1711892617698424,9991,8,0,150
407,1711892617708427,9990,9,0,151
408,1711892617718431,9990,9,0,152
409,1711892617728435,9990,9,0,153
410,1711892617738443,9990,9,0,154
411,1711892617748448,9985,14,0,155
412,1711892617758452,9990,9,0,156
413,1711892617768456,9990,9,0,157
414,1711892617778459,9990,9,0,158
415,1711892617788463,9991,8,0,159
416,1711892617798467,9990,9,0,160
417,1711892617808470,9990,9,0,161
418,1711892617818474,9990,9,0,162
419,1711892617828478,9990,9,0,163
420,1711892617838483,9990,9,0,164
421,1711892617848487,9990,9,0,165
422,1711892617858491,9990,9,0,166
423,1711892617868495,9990,9,0,167
424,1711892617878498,9990,9,0,168
425,1711892617888502,9990,9,0,169
426,1711892617898505,9990,9,0,170
427,1711892617908509,9990,9,0,171
428,1711892617918513,9990,9,0,172
429,1711892617928517,9991,8,0,173
430,1711892617938522,9990,9,0,174
431,1711892617948525,9990,9,0,175
432,1711892617958529,9990,9,0,176
433,1711892617968533,9990,9,0,177
434,1711892617978536,9990,9,0,178
435,1711892617988540,9990,9,0,179
436,1711892617998544,9990,9,0,180
437,1711892618008548,9990,9,0,181
438,1711892618018551,9990,9,0,182
439,1711892618028555,9990,9,0,183
440,1711892618038560,9990,9,0,184
441,1711892618048564,9991,8,0,185
442,1711892618058567,9990,9,0,186
443,1711892618068571,9990,9,0,187
444,1711892618078575,9990,9,0,188
445,1711892618088578,9990,9,0,189
446,1711892618098582,9990,9,0,190
447,1711892618108586,9990,9,0,191
448,1711892618118590,9990,9,0,192
449,1711892618128593,9990,9,0,193
450,1711892618138598,9990,9,0,194
451,1711892618148602,9991,8,0,195
452,1711892618158606,9990,9,0,196
453,1711892618168610,9990,9,0,197
454,1711892618178614,9990,9,0,198
455,1711892618188617,9990,9,0,199
456,1711892618198621,9990,9,0,200
457,1711892618208625,9990,9,0,201
458,1711892618218628,9990,9,0,202
459,1711892618228632,9990,9,0,203
460,1711892618238637,9990,9,0,204
461,1711892618248641,9990,9,0,205
462,1711892618258645,9990,9,0,206
463,1711892618268648,9990,9,0,207
464,1711892618278652,9990,9,0,208
465,1711892618288656,9990,9,0,209
466,1711892618298659,9991,8,0,210
467,1711892618308663,9990,9,0,211
468,1711892618318667,9991,9,0,212
469,1711892618328670,9990,9,0,213
470,1711892618338675,9990,9,0,214
471,1711892618348679,9991,8,0,215
472,1711892618358683,9990,9,0,216
473,1711892618368686,9990,9,0,217
474,1711892618378690,9990,9,0,218
475,1711892618388694,9990,9,0,219
476,1711892618398697,9990,9,0,220
477,1711892618408701,9990,9,0,221
478,1711892618418704,9990,9,0,222
479,1711892618428708,9990,9,0,223
480,1711892618438713,9990,9,0,224
481,1711892618448717,9990,9,0,225
482,1711892618458720,9990,9,0,226
483,1711892618468724,9990,9,0,227
484,1711892618478728,9990,9,0,228
485,1711892618488732,9990,9,0,229
486,1711892618498736,9990,9,0,230
487,1711892618508739,9990,9,0,231
488,1711892618518743,9990,9,0,232
489,1711892618528746,9990,9,0,233
490,1711892618538751,9990,9,0,234
491,1711892618548755,9990,9,0,235
492,1711892618558759,9990,9,0,236
493,1711892618568763,9990,9,0,237
494,1711892618578767,9990,9,0,238
495,1711892618588771,9990,9,0,239
496,1711892618598775,9990,9,0,240
497,1711892618608779,9990,9,0,241
498,1711892618618783,9990,9,0,242
499,1711892618628786,9990,9,0,243
500,1711892618638792,9990,9,0,244
501,1711892618648795,9990,9,0,245
502,1711892618658799,9990,9,0,246
503,1711892618668803,9990,9,0,247
504,1711892618678807,9990,9,0,248
505,1711892618688811,9990,9,0,249
506,1711892618698815,9990,9,0,250
507,1711892618708819,9990,9,0,251
508,1711892618718823,9990,9,0,252
509,1711892618728827,9990,9,0,253
510,1711892618738832,9990,9,0,254
511,1711892618748836,9990,9,0,255
512,1711892618758840,9990,9,0,0
513,1711892618768844,9971,28,0,1
514,1711892618778848,9990,9,0,2
515,1711892618788852,9990,9,0,3
516,1711892618798856,9990,9,0,4
517,1711892618808860,9990,9,0,5
518,1711892618818864,9990,9,0,6
519,1711892618828868,9990,9,0,7
520,1711892618838873,9990,9,0,8
521,1711892618848877,9991,8,0,9
522,1711892618858881,9990,9,0,10
523,1711892618868885,9990,9,0,11
524,1711892618878889,9990,9,0,12
525,1711892618888893,9990,9,0,13
526,1711892618898897,9990,9,0,14
527,1711892618908900,9990,9,0,15
528,1711892618918904,9990,9,0,16
529,1711892618928908,9990,9,0,17
530,1711892618938913,9990,9,0,18
531,1711892618948917,9991,8,0,19
532,1711892618958921,9990,9,0,20
533,1711892618968925,9990,9,0,21
534,1711892618978929,9990,9,0,22
535,1711892618988933,9990,9,0,23
536,1711892618998937,9990,9,0,24
537,1711892619008941,9990,9,0,25
538,1711892619018945,9990,9,0,26
539,1711892619028949,9990,9,0,27
540,1711892619038954,9990,9,0,28
541,1711892619048958,9990,9,0,29
542,1711892619058962,9990,9,0,30
543,1711892619068966,9990,9,0,31
544,1711892619078970,9990,9,0,32
545,1711892619088974,9990,9,0,33
546,1711892619098978,9990,9,0,34
547,1711892619108982,9990,9,0,35
548,1711892619118986,9990,9,0,36
549,1711892619128990,9990,9,0,37
550,1711892619138995,9990,9,0,38
551,1711892619148999,9991,8,0,39
552,1711892619159003,9990,9,0,40
553,1711892619169007,9990,9,0,41
554,1711892619179010,9990,9,0,42
555,1711892619189015,9990,9,0,43
556,1711892619199019,9990,9,0,44
557,1711892619209022,9990,9,0,45
558,1711892619219027,9990,9,0,46
559,1711892619229031,9990,9,0,47
560,1711892619239041,9990,9,0,48
561,1711892619249045,9985,14,0,49
562,1711892619259049,9988,11,0,50
563,1711892619269054,9989,10,0,51
564,1711892619279058,9990,9,0,52
565,1711892619289062,9990,9,0,53
566,1711892619299066,9991,8,0,54
567,1711892619309069,9990,9,0,55
568,1711892619319073,9990,9,0,56
569,1711892619329077,9989,10,0,57
570,1711892619339083,9990,9,0,58
571,1711892619349087,9990,9,0,59
572,1711892619359091,9990,9,0,60
573,1711892619369095,9989,10,0,61
574,1711892619379099,9990,9,0,62
575,1711892619389103,9990,9,0,63
576,1711892619399106,9990,9,0,64
577,1711892619409110,9990,9,0,65
578,1711892619419114,9990,9,0,66
579,1711892619429118,9990,9,0,67
580,1711892619439123,9990,9,0,68
581,1711892619449127,9990,9,0,69
582,1711892619459131,9990,9,0,70
583,1711892619469135,9990,9,0,71
584,1711892619479138,9990,9,0,72
585,1711892619489142,9990,9,0,73
586,1711892619499146,9990,9,0,74
587,1711892619509150,9989,10,0,75
588,1711892619519153,9990,9,0,76
589,1711892619529157,9990,9,0,77
590,1711892619539162,9990,9,0,78
591,1711892619549166,9990,9,0,79
592,1711892619559170,9990,9,0,80
593,1711892619569174,9990,9,0,81
594,1711892619579178,9990,9,0,82
595,1711892619589182,9990,9,0,83
596,1711892619599185,9990,9,0,84
597,1711892619609189,9990,9,0,85
598,1711892619619193,9990,9,0,86
599,1711892619629197,9990,9,0,87
600,1711892619639202,9990,9,0,88
601,1711892619649206,9991,8,0,89
602,1711892619659210,9990,9,0,90
603,1711892619669214,9990,9,0,91
604,1711892619679218,9990,9,0,92
605,1711892619689222,9990,9,0,93
606,1711892619699226,9991,8,0,94
607,1711892619709229,9990,9,0,95
608,1711892619719233,9990,9,0,96
609,1711892619729237,9990,9,0,97
610,1711892619739242,9990,9,0,98
611,1711892619749246,9990,9,0,99
612,1711892619759249,9990,9,0,100
613,1711892619769253,9990,9,0,101
614,1711892619779257,9990,9,0,102
615,1711892619789261,9990,9,0,103
616,1711892619799264,9990,9,0,104
617,1711892619809268,9990,9,0,105
618,1711892619819271,9990,9,0,106
619,1711892619829275,9990,9,0,107
620,1711892619839281,9990,9,0,108
621,1711892619849284,9991,8,0,109
622,1711892619859288,9990,9,0,110
623,1711892619869292,9990,9,0,111
624,1711892619879295,9990,9,0,112
625,1711892619889299,9990,9,0,113
626,1711892619899303,9990,9,0,114
627,1711892619909306,9990,9,0,115
628,1711892619919310,9990,9,0,116
629,1711892619929314,9990,9,0,117
630,1711892619939318,9990,9,0,118
631,1711892619949322,9991,8,0,119
632,1711892619959326,9990,9,0,120
633,1711892619969330,9990,9,0,121
634,1711892619979333,9990,9,0,122
635,1711892619989337,9990,9,0,123
636,1711892619999340,9990,9,0,124
637,1711892620009344,9990,9,0,125
638,1711892620019348,9990,9,0,126
639,1711892620029352,9990,9,0,127
640,1711892620039357,9990,9,0,128
641,1711892620049360,9991,8,0,129
642,1711892620059364,9990,9,0,130
643,1711892620069368,9990,9,0,131
644,1711892620079371,9990,9,0,132
645,1711892620089375,9990,9,0,133
646,1711892620099379,9990,9,0,134
647,1711892620109383,9990,9,0,135
648,1711892620119386,9990,9,0,136
649,1711892620129390,9990,9,0,137
650,1711892620139395,9990,9,0,138
651,1711892620149399,9990,9,0,139
652,1711892620159403,9990,9,0,140
653,1711892620169407,9990,9,0,141
654,1711892620179410,9990,9,0,142
655,1711892620189414,9990,9,0,143
656,1711892620199418,9990,9,0,144
657,1711892620209422,9990,9,0,145
658,1711892620219426,9990,9,0,146
659,1711892620229429,9990,9,0,147
660,1711892620239434,9991,8,0,148
661,1711892620249438,9991,8,0,149
662,1711892620259442,9991,8,0,150
663,1711892620269445,9990,9,0,151
664,1711892620279449,9991,8,0,152
665,1711892620289453,9990,9,0,153
666,1711892620299456,9990,9,0,154
667,1711892620309460,9990,9,0,155
668,1711892620319464,9991,8,0,156
669,1711892620329467,9991,8,0,157
670,1711892620339472,9991,8,0,158
671,1711892620349476,9991,8,0,159
672,1711892620359480,9991,8,0,160
673,1711892620369484,9990,9,0,161
674,1711892620379487,9991,8,0,162
675,1711892620389491,9991,8,0,163
676,1711892620399495,9991,8,0,164
677,1711892620409498,9991,8,0,165
678,1711892620419502,9990,9,0,166
679,1711892620429506,9990,9,0,167
680,1711892620439510,9990,9,0,168
681,1711892620449514,9991,8,0,169
682,1711892620459518,9990,9,0,170
683,1711892620469522,9990,9,0,171
684,1711892620479525,9990,9,0,172
685,1711892620489529,9990,9,0,173
686,1711892620499533,9990,9,0,174
687,1711892620509536,9990,9,0,175
688,1711892620519540,9990,9,0,176
689,1711892620529545,9990,9,0,177
690,1711892620539550,9990,9,0,178
691,1711892620549554,9990,9,0,179
692,1711892620559558,9990,9,0,180
693,1711892620569562,9990,9,0,181
694,1711892620579565,9990,9,0,182
695,1711892620589569,9990,9,0,183
696,1711892620599573,9990,9,0,184
697,1711892620609577,9990,9,0,185
698,1711892620619581,9990,9,0,186
699,1711892620629585,9990,9,0,187
700,1711892620639590,9990,9,0,188
701,1711892620649594,9990,9,0,189
702,1711892620659598,9990,9,0,190
703,1711892620669602,9990,9,0,191
704,1711892620679606,9990,9,0,192
705,1711892620689610,9990,9,0,193
706,1711892620699614,9990,9,0,194
707,1711892620709618,9990,9,0,195
708,1711892620719622,9990,9,0,196
709,1711892620729626,9990,9,0,197
710,1711892620739632,9990,9,0,198
711,1711892620749638,9987,12,0,199
712,1711892620759643,9986,13,0,200
713,1711892620769647,9990,9,0,201
714,1711892620779652,9990,9,0,202
715,1711892620789656,9991,8,0,203
716,1711892620799660,9990,9,0,204
717,1711892620809664,9990,9,0,205
718,1711892620819668,9990,9,0,206
719,1711892620829672,9990,9,0,207
720,1711892620839678,9990,9,0,208
721,1711892620849682,9991,8,0,209
722,1711892620859686,9990,9,0,210
723,1711892620869690,9990,9,0,211
724,1711892620879694,9990,9,0,212
725,1711892620889698,9990,9,0,213
726,1711892620899702,9990,9,0,214
727,1711892620909706,9990,9,0,215
728,1711892620919709,9990,9,0,216
729,1711892620929713,9990,9,0,217
730,1711892620939719,9990,9,0,218
731,1711892620949723,9990,9,0,219
732,1711892620959727,9990,9,0,220
733,1711892620969731,9990,9,0,221
734,1711892620979734,9990,9,0,222
735,1711892620989738,9990,9,0,223
736,1711892620999742,9990,9,0,224
737,1711892621009746,9990,9,0,225
738,1711892621019750,9990,9,0,226
739,1711892621029754,9990,9,0,227
740,1711892621039759,9990,9,0,228
741,1711892621049763,9991,8,0,229
742,1711892621059767,9990,9,0,230
743,1711892621069771,9990,9,0,231
744,1711892621079775,9990,9,0,232
745,1711892621089779,9990,9,0,233
746,1711892621099783,9990,9,0,234
747,1711892621109787,9990,9,0,235
748,1711892621119791,9990,9,0,236
749,1711892621129795,9990,9,0,237
750,1711892621139800,9990,9,0,238
751,1711892621149804,9991,8,0,239
752,1711892621159808,9990,9,0,240
753,1711892621169812,9990,9,0,241
754,1711892621179816,9990,9,0,242
755,1711892621189820,9990,9,0,243
756,1711892621199824,9990,9,0,244
757,1711892621209828,9990,9,0,245
758,1711892621219832,9990,9,0,246
759,1711892621229836,9990,9,0,247
760,1711892621239841,9990,9,0,248
761,1711892621249845,9991,8,0,249
762,1711892621259849,9990,9,0,250
763,1711892621269853,9990,9,0,251
764,1711892621279857,9990,9,0,252
765,1711892621289861,9990,9,0,253
766,1711892621299866,9990,9,0,254
767,1711892621309869,9990,9,0,255
768,1711892621319873,9990,9,0,0
769,1711892621329877,9990,9,0,1
770,1711892621339882,9990,9,0,2
771,1711892621349886,9988,11,0,3
772,1711892621359890,9990,9,0,4
773,1711892621369894,9990,9,0,5
774,1711892621379898,9990,9,0,6
